玉,12
毫,4
金,14
象,2
世,2
難,13
論,3
正,17
是,126
慈,2
悲,4
救,7
苦,10
尊,2
過,11
去,82
劫,1
逢,5
無,40
垢,1
佛,6
至,6
今,16
成,12
得,62
有,82
為,18
身,27
幾,15
生,22
慾,1
海,12
澄,1
清,9
浪,5
一,134
片,3
心,31
田,6
絕,4
點,4
塵,4
甘,5
露,5
久,3
經,13
真,12
妙,1
法,8
管,7
教,13
寶,10
樹,17
永,2
長,40
春,5
卻,47
說,42
那,157
觀,12
裡,55
大,76
仙,17
與,29
三,52
老,69
然,21
話,16
忽,7
見,54
孫,15
聖,44
按,6
落,9
雲,16
頭,39
叫,21
道,158
菩,27
薩,27
來,107
了,176
快,9
接,8
慌,1
星,9
鎮,7
元,11
子,69
共,2
藏,27
師,58
徒,18
齊,3
迎,4
出,34
殿,2
才,20
住,16
祥,2
先,6
陪,5
後,8
作,20
禮,6
畢,3
上,62
坐,11
階,1
前,35
行,98
者,64
引,2
唐,47
僧,82
八,38
戒,35
沙,28
都,16
拜,8
中,25
諸,2
也,51
不,159
必,9
遲,2
疑,2
趁,1
早,6
兒,39
陳,1
設,3
香,7
案,2
請,7
替,2
你,119
治,1
甚,25
麼,32
果,25
躬,1
謝,3
小,20
可,12
的,100
勾,2
當,19
怎,29
敢,9
勞,4
下,59
降,2
乃,1
我,127
之,26
弟,19
悟,11
空,14
衝,1
撞,6
理,3
賠,1
償,2
既,5
如,29
此,33
須,8
謙,1
講,3
到,18
園,4
看,50
即,4
命,13
具,1
打,42
掃,3
隨,4
本,9
眾,6
內,16
時,32
棵,3
倒,18
在,63
地,23
土,10
開,11
根,14
現,4
葉,6
枝,6
枯,4
伸,2
手,28
將,39
左,5
楊,2
柳,7
蘸,1
瓶,3
把,34
畫,1
起,27
死,18
回,33
符,1
字,5
他,116
放,12
但,7
水,16
度,4
捏,1
著,45
拳,2
往,15
底,3
揣,1
臾,2
泉,6
汪,1
個,136
許,6
犯,1
五,9
器,4
用,11
瓢,3
舀,4
扶,3
從,10
澆,1
自,18
皮,4
相,10
合,4
芽,3
青,13
士,1
們,23
取,15
貧,3
荒,3
山,61
沒,19
只,44
茶,3
盞,4
酒,6
杯,1
便,16
罷,21
童,3
二,20
十,25
四,12
扛,1
周,1
擁,2
甌,2
捧,1
細,10
灑,2
口,18
又,43
念,34
咒,16
多,15
淨,3
依,2
舊,4
綠,3
陰,6
森,2
人,86
參,5
風,23
明,12
月,8
日,33
顛,5
數,5
偷,2
這,77
遇,7
而,4
入,9
嚷,1
偏,1
故,12
走,37
信,10
纏,4
白,11
方,14
知,14
物,5
畏,1
耳,8
分,22
歡,5
喜,8
急,4
令,4
擊,1
敲,1
復,5
則,1
做,25
會,5
遂,3
調,1
桌,1
椅,1
鋪,2
丹,4
盤,2
面,10
席,4
右,4
各,4
食,4
詩,3
證,3
曰,2
萬,12
壽,4
古,6
洞,16
天,26
熟,2
九,2
千,15
年,14
靈,4
損,3
滋,1
全,2
皆,3
契,1
幸,3
緣,3
服,3
盡,11
吃,30
始,1
家,31
貝,1
亦,2
普,1
陀,2
巖,4
送,8
徑,5
轉,6
蓬,5
萊,2
島,2
安,7
排,5
蔬,1
結,4
兄,8
識,2
兩,19
晚,3
歇,4
草,17
還,20
捱,3
妖,42
怪,24
竟,3
何,19
別,7
且,15
聽,13
解,3
次,4
收,6
拾,2
進,5
情,6
投,2
意,13
決,1
肯,6
待,3
連,9
六,5
似,8
脫,7
胎,1
換,1
骨,6
神,11
爽,1
體,4
健,1
重,5
淹,1
留,4
已,4
路,28
座,5
高,9
險,2
峻,3
恐,4
馬,30
能,8
仔,7
父,54
等,21
好,28
猴,23
王,6
橫,2
擔,4
棒,10
剖,2
崖,5
峰,7
疊,2
澗,7
壑,1
彎,2
環,3
虎,11
狼,4
陣,4
麂,1
鹿,1
群,11
獐,2
𤜱,2
鑽,3
簇,3
滿,10
狐,3
兔,4
聚,2
叢,3
尺,1
蟒,3
丈,6
蛇,5
噴,1
愁,2
霧,2
吐,1
旁,2
荊,3
棘,1
牽,1
漫,1
嶺,7
松,12
柟,2
秀,3
麗,1
薜,2
蘿,1
目,4
芳,2
影,5
滄,1
溟,1
北,3
斗,6
柄,1
南,10
常,7
含,3
氣,15
巍,3
列,1
光,9
寒,2
驚,6
佈,2
施,1
段,6
舞,2
鐵,4
哮,1
吼,2
聲,11
諕,6
蟲,1
竄,1
豹,2
奔,4
逃,1
嵯,1
峨,1
處,29
肚,3
饑,6
化,22
些,20
齋,22
笑,8
聰,1
半,12
巴,4
村,2
店,1
錢,1
買,1
尋,17
罵,3
想,7
界,5
被,11
壓,3
石,13
匣,1
言,25
足,5
虧,3
性,9
摩,1
頂,6
受,8
努,2
力,3
懷,2
懶,2
惰,2
頗,1
慇,2
懃,2
嘗,1
況,1
嵐,1
瘴,1
雷,1
音,3
休,2
少,7
要,30
語,14
傲,1
違,1
慢,4
穩,1
縱,5
跳,12
端,4
搭,2
涼,1
篷,1
睜,3
眼,13
憐,5
西,20
寂,1
寞,1
更,10
莊,2
堡,1
木,4
煙,8
向,6
陽,1
鮮,1
紅,6
問,7
東,12
飯,15
透,1
桃,9
摘,6
充,4
若,20
就,36
缽,5
盂,5
觔,5
幌,5
冷,2
颼,2
間,8
題,4
云,3
精,31
動,5
踏,2
勝,2
造,6
和,16
尚,16
乘,3
蟬,1
修,3
原,8
塊,3
肉,3
拿,8
員,2
護,1
持,3
攏,2
誰,3
雖,3
事,6
帥,2
捲,2
簾,6
