file_name,sum,length,diversity
西遊記_1.txt.csv,10420,1662,159.50095969289828
西遊記_10.txt.csv,9995,1406,140.6703351675838
西遊記_11.txt.csv,10054,1485,147.70240700218818
西遊記_12.txt.csv,10200,1519,148.921568627451
西遊記_13.txt.csv,10027,1506,150.19447491772215
西遊記_14.txt.csv,10094,1466,145.23479294630474
西遊記_15.txt.csv,10109,1402,138.6882975566327
西遊記_16.txt.csv,10153,1512,148.92150103417708
西遊記_17.txt.csv,10171,1468,144.33192409792548
西遊記_18.txt.csv,10044,1302,129.62962962962962
西遊記_19.txt.csv,10199,1357,133.0522600254927
西遊記_2.txt.csv,10073,1514,150.30278963565968
西遊記_20.txt.csv,10048,1184,117.8343949044586
西遊記_21.txt.csv,10104,1459,144.39825811559777
西遊記_22.txt.csv,10025,1404,140.04987531172068
西遊記_23.txt.csv,10132,1363,134.5242795104619
西遊記_24.txt.csv,10011,1427,142.543202477275
西遊記_25.txt.csv,10129,1260,124.3953006219765
西遊記_26.txt.csv,10247,1483,144.72528544939982
西遊記_27.txt.csv,10319,1422,137.80405078011435
西遊記_28.txt.csv,10029,1383,137.90008973975472
西遊記_29.txt.csv,10054,1479,147.10562960015912
西遊記_3.txt.csv,10105,1399,138.4463137060861
西遊記_30.txt.csv,10140,1453,143.2938856015779
西遊記_31.txt.csv,10009,1524,152.2629633330003
西遊記_32.txt.csv,10033,1474,146.91517990630916
西遊記_33.txt.csv,10208,1430,140.08620689655172
西遊記_34.txt.csv,10029,1313,130.92033103998403
西遊記_35.txt.csv,10053,1379,137.17298318909778
西遊記_36.txt.csv,10060,1542,153.28031809145128
西遊記_37.txt.csv,10050,1524,151.6417910447761
西遊記_38.txt.csv,10266,1642,159.9454510033119
西遊記_39.txt.csv,10074,1553,154.15922175898353
西遊記_4.txt.csv,10216,1557,152.4079874706343
西遊記_40.txt.csv,10351,1480,142.98135445850644
西遊記_41.txt.csv,10219,1508,147.5682552108817
西遊記_42.txt.csv,10079,1528,151.60234150213313
西遊記_43.txt.csv,10070,1438,142.80039721946375
西遊記_44.txt.csv,10064,1342,133.34658187599362
西遊記_45.txt.csv,10103,1342,132.83183212907056
西遊記_46.txt.csv,10041,1396,139.02997709391497
西遊記_47.txt.csv,10206,1509,147.85420340975895
西遊記_48.txt.csv,10231,1444,141.13967354119833
西遊記_49.txt.csv,10152,1510,148.7391646966115
西遊記_5.txt.csv,10013,1483,148.10746030160792
西遊記_50.txt.csv,10132,1409,139.06435057244374
西遊記_51.txt.csv,10043,1439,143.2838793189286
西遊記_52.txt.csv,10048,1496,148.88535031847132
西遊記_53.txt.csv,10027,1323,131.94375186995114
西遊記_54.txt.csv,10048,1444,143.71019108280257
西遊記_55.txt.csv,10040,1531,152.49003984063745
西遊記_56.txt.csv,10151,1549,152.5958033691262
西遊記_57.txt.csv,10030,1420,141.5752741774676
西遊記_58.txt.csv,10523,1553,147.58148816877318
西遊記_6.txt.csv,10054,1783,177.342351302964
西遊記_7.txt.csv,10166,1564,153.84615384615387
西遊記_8.txt.csv,10441,1529,146.44191169428217
西遊記_9.txt.csv,10093,1356,134.3505399782027
