file_name,sum,length,diversity
三國演義_1.txt.csv,10212,1502,147.08186447316882
三國演義_10.txt.csv,10122,1406,138.90535467298955
三國演義_11.txt.csv,10004,1222,122.15113954418233
三國演義_12.txt.csv,10094,1411,139.78601149197542
三國演義_13.txt.csv,10136,1244,122.73086029992108
三國演義_14.txt.csv,10127,1375,135.77564925446825
三國演義_15.txt.csv,10110,1468,145.20276953511373
三國演義_16.txt.csv,10001,1366,136.58634136586343
三國演義_17.txt.csv,9999,1304,130.41304130413042
三國演義_18.txt.csv,10007,1335,133.40661536924154
三國演義_19.txt.csv,10216,1375,134.592795614722
三國演義_2.txt.csv,9999,1475,147.5147514751475
三國演義_20.txt.csv,10128,1291,127.46840442338073
三國演義_21.txt.csv,10073,1235,122.60498361957708
三國演義_22.txt.csv,10087,1310,129.87012987012986
三國演義_23.txt.csv,10143,1369,134.9699300009859
三國演義_24.txt.csv,10035,1405,140.00996512207274
三國演義_25.txt.csv,10009,1293,129.18373463882506
三國演義_26.txt.csv,10106,1233,122.00672867603404
三國演義_27.txt.csv,10181,1338,131.4212749238778
三國演義_28.txt.csv,10193,1449,142.15638183066812
三國演義_29.txt.csv,10053,1214,120.75997214761762
三國演義_3.txt.csv,10221,1540,150.67018882692494
三國演義_30.txt.csv,10087,1336,132.44770496678893
三國演義_31.txt.csv,10007,1378,137.70360747476767
三國演義_32.txt.csv,10053,1443,143.53924201730828
三國演義_33.txt.csv,10182,1280,125.71204085641327
三國演義_34.txt.csv,10169,1272,125.08604582554825
三國演義_35.txt.csv,10248,1227,119.73067915690866
三國演義_36.txt.csv,10157,1318,129.76272521413804
三國演義_37.txt.csv,10122,1418,140.09089112823554
三國演義_38.txt.csv,10274,1222,118.94101615729025
三國演義_39.txt.csv,10096,1296,128.36767036450078
三國演義_4.txt.csv,10139,1429,140.94092119538416
三國演義_40.txt.csv,10219,1148,112.33975927194442
三國演義_41.txt.csv,10082,1237,122.69390993850426
三國演義_42.txt.csv,10115,1270,125.55610479485912
三國演義_43.txt.csv,10110,1453,143.7190900098912
三國演義_44.txt.csv,10215,1370,134.11649534997554
三國演義_45.txt.csv,10370,1274,122.85438765670202
三國演義_46.txt.csv,10193,1293,126.85176101245955
三國演義_47.txt.csv,10335,1401,135.55878084179972
三國演義_5.txt.csv,10091,1302,129.02586463185017
三國演義_6.txt.csv,10032,1339,133.47288676236045
三國演義_7.txt.csv,10082,1289,127.85161674270978
三國演義_8.txt.csv,10106,1304,129.03225806451613
三國演義_9.txt.csv,10043,1588,158.1200836403465
