file_name,sum,length,diversity
水滸傳_1.txt.csv,10209,1565,153.29611127436576
水滸傳_10.txt.csv,10150,1186,116.84729064039409
水滸傳_11.txt.csv,10037,1185,118.06316628474643
水滸傳_12.txt.csv,10181,1221,119.92928003143109
水滸傳_13.txt.csv,10092,1262,125.04954419342054
水滸傳_14.txt.csv,10292,1212,117.76136805285658
水滸傳_15.txt.csv,10053,1256,124.93782950363077
水滸傳_16.txt.csv,10052,1122,111.61957819339435
水滸傳_17.txt.csv,10083,1176,116.63195477536448
水滸傳_18.txt.csv,10038,1265,126.02111974496913
水滸傳_19.txt.csv,10013,1272,127.03485468890443
水滸傳_2.txt.csv,10161,1339,131.7783682708395
水滸傳_20.txt.csv,10096,1231,121.92947702060222
水滸傳_21.txt.csv,10119,1342,132.62180057317914
水滸傳_22.txt.csv,10345,1231,118.99468342194297
水滸傳_23.txt.csv,10005,1281,128.0359820089955
水滸傳_24.txt.csv,10031,1133,112.94985544811085
水滸傳_25.txt.csv,10268,1251,121.83482664589015
水滸傳_26.txt.csv,10183,1282,125.89610134537953
水滸傳_27.txt.csv,10144,1274,125.59148264984226
水滸傳_28.txt.csv,10273,1350,131.41244037768908
水滸傳_29.txt.csv,10012,1293,129.1450259688374
水滸傳_3.txt.csv,10186,1378,135.28372275672493
水滸傳_30.txt.csv,10514,1372,130.49267643142477
水滸傳_31.txt.csv,10023,1204,120.12371545445475
水滸傳_32.txt.csv,10362,1219,117.64138197259216
水滸傳_33.txt.csv,10064,1218,121.02543720190779
水滸傳_34.txt.csv,10073,1304,129.45497865581257
水滸傳_35.txt.csv,10005,1297,129.6351824087956
水滸傳_36.txt.csv,10145,1391,137.11187777230163
水滸傳_37.txt.csv,10400,1321,127.01923076923077
水滸傳_38.txt.csv,10434,1246,119.41728963005559
水滸傳_39.txt.csv,10047,1358,135.16472578879268
水滸傳_4.txt.csv,10011,1246,124.46309060033963
水滸傳_40.txt.csv,10013,1381,137.9207030859882
水滸傳_41.txt.csv,10365,1436,138.54317414375302
水滸傳_42.txt.csv,10206,1477,144.71879286694102
水滸傳_43.txt.csv,10142,1381,136.16643660027609
水滸傳_44.txt.csv,10479,1407,134.2685370741483
水滸傳_45.txt.csv,10054,1310,130.29639944300774
水滸傳_46.txt.csv,10204,1512,148.17718541748334
水滸傳_47.txt.csv,10662,1491,139.8424310635903
水滸傳_48.txt.csv,10182,1440,141.42604596346496
水滸傳_49.txt.csv,10198,1550,151.99058638948816
水滸傳_5.txt.csv,10685,1326,124.09920449227889
水滸傳_50.txt.csv,11126,1386,124.57307208340823
水滸傳_51.txt.csv,10139,1456,143.60390571062234
水滸傳_52.txt.csv,10302,1375,133.46922927586877
水滸傳_53.txt.csv,10015,1574,157.16425361957064
水滸傳_54.txt.csv,10132,1446,142.71614686142914
水滸傳_55.txt.csv,10144,1266,124.80283911671924
水滸傳_56.txt.csv,10215,1479,144.7870778267254
水滸傳_57.txt.csv,10366,1514,146.0544086436427
水滸傳_58.txt.csv,10053,1370,136.2777280413807
水滸傳_59.txt.csv,10153,1507,148.42903575297942
水滸傳_6.txt.csv,10441,1320,126.42467196628677
水滸傳_60.txt.csv,10182,1440,141.42604596346496
水滸傳_61.txt.csv,10030,1462,145.76271186440678
水滸傳_62.txt.csv,10139,1591,156.9188282868133
水滸傳_63.txt.csv,10515,1494,142.0827389443652
水滸傳_64.txt.csv,10288,1618,157.27060653188178
水滸傳_65.txt.csv,10629,1452,136.60739486311036
水滸傳_66.txt.csv,10174,1565,153.82347159425987
水滸傳_67.txt.csv,10385,1511,145.4983148772268
水滸傳_68.txt.csv,10139,1286,126.83696617023374
水滸傳_69.txt.csv,10476,1443,137.7434135166094
水滸傳_7.txt.csv,10096,1383,136.9849445324881
水滸傳_70.txt.csv,10093,1319,130.6846329139007
水滸傳_71.txt.csv,10362,1256,121.21212121212122
水滸傳_72.txt.csv,10442,1319,126.31679754836239
水滸傳_73.txt.csv,10179,1424,139.89586403379505
水滸傳_8.txt.csv,10359,1426,137.6580751037745
水滸傳_9.txt.csv,10008,1222,122.10231814548361
