揉,1
成,14
剩,1
幫,1
師,1
傅,1
揀,7
佛,5
豆,2
積,2
擺,5
桌,1
姑,13
葷,1
捧,1
升,1
念,2
偈,1
簸,1
籮,1
每,1
煮,1
熟,1
街,1
結,1
緣,1
善,2
平,22
難,8
拿,16
屋,6
囑,3
窮,1
富,2
貴,2
未,11
徑,2
往,9
曉,1
翠,2
做,1
逛,2
于,1
諸,1
年,20
輕,3
力,2
壯,2
赶,2
鬼,3
聰,1
離,3
蹤,1
能,8
怜,2
縫,2
暗,1
少,11
總,2
机,2
變,6
公,2
損,1
更,6
新,3
號,1
咬,1
舌,2
根,1
挑,1
窩,1
肯,6
疼,2
寒,1
萬,5
殊,1
煩,4
利,2
害,2
象,5
勸,1
俗,5
尊,1
榮,1
比,8
清,3
濁,1
真,5
挂,1
礙,1
困,1
睡,6
慮,1
夠,6
假,1
胎,2
究,2
傻,1
呆,3
莫,1
定,6
活,3
遂,1
瘋,2
閣,1
橫,3
豎,3
寂,1
寞,1
伴,2
低,2
分,6
歸,2
剛,4
掩,2
猶,2
閂,1
光,3
映,1
微,2
月,12
半,8
步,1
解,2
甬,1
草,1
湖,1
山,3
石,5
桂,1
樹,4
陰,1
衫,1
響,1
嚇,5
驚,2
睛,1
叢,1
藏,5
躲,3
尖,1
趁,2
准,6
穿,3
裙,1
梳,1
鬅,1
丰,1
材,1
司,17
棋,17
恐,2
喊,2
賊,2
黑,1
本,1
拉,5
雙,3
膝,1
嚷,1
脹,1
流,2
影,1
恍,2
惚,2
猜,1
疑,1
赤,1
悄,7
复,2
舅,2
兄,4
弟,4
爬,2
搗,1
蒜,1
苦,4
超,1
鎖,1
被,2
脫,1
接,2
略,4
松,1
端,1
第,1
熙,1
恃,1
強,2
病,14
旺,15
霸,2
突,2
非,1
奸,1
盜,1
系,1
保,2
累,2
旁,3
尚,3
奇,1
況,2
表,2
訂,1
娶,1
嫁,2
彼,3
落,5
品,1
貌,1
風,2
眉,2
舊,1
忘,8
父,1
買,1
初,1
港,1
誓,2
盟,1
私,2
限,1
花,3
度,1
柳,1
夜,1
悔,1
怀,1
挨,1
靜,1
逃,1
仰,1
添,2
層,1
支,8
持,2
懨,2
重,2
挪,2
料,1
懼,1
望,2
候,5
養,3
糟,1
鬢,1
待,4
慢,2
牌,1
位,3
拜,1
佑,1
驢,1
搭,1
棚,1
筵,1
