卻,34
說,24
姜,66
維,133
令,55
人,86
於,63
艾,99
寨,51
中,100
下,70
戰,21
書,26
約,6
來,43
日,50
大,106
佯,3
應,17
之,191
次,20
五,24
更,7
三,35
軍,94
造,3
飯,1
平,6
明,18
布,27
陣,36
等,20
候,3
營,10
偃,2
旗,8
息,6
鼓,10
如,29
無,22
狀,2
至,29
晚,5
方,9
回,37
又,24
責,2
以,44
失,6
期,4
罪,13
酒,8
食,4
相,12
待,5
答,7
曰,195
微,1
軀,1
小,11
疾,1
有,73
誤,4
持,7
會,14
引,46
兵,147
仍,1
前,26
不,159
出,67
此,62
六,10
番,5
傅,9
儉,1
謂,8
必,30
謀,7
也,62
宜,6
防,5
捱,1
關,8
到,24
面,16
擊,6
我,23
耳,11
吾,61
今,42
與,34
東,9
吳,18
孫,45
綝,36
使,16
併,2
力,1
攻,12
忽,17
探,6
馬,65
報,29
司,39
昭,47
打,6
壽,4
春,1
殺,41
了,34
諸,14
葛,3
誕,1
皆,34
降,9
班,8
師,17
洛,2
陽,20
便,11
欲,24
領,6
救,11
長,8
城,25
驚,14
伐,21
魏,40
成,29
畫,4
餅,1
矣,24
且,9
正,27
是,32
已,25
嘆,5
四,15
難,5
奏,24
績,1
嗟,3
度,3
未,19
功,11
知,44
何,42
退,25
看,13
文,9
分,19
解,5
第,4
百,14
十,29
丁,4
奉,11
定,7
計,28
斬,14
鬥,6
破,6
鄧,68
恐,11
先,25
將,107
器,5
車,13
仗,4
一,68
需,1
步,4
然,36
後,62
斷,5
細,6
作,13
笑,17
故,17
去,24
追,12
則,7
彼,3
乃,52
哨,6
果,7
駱,3
谷,16
狹,1
窄,1
處,15
堆,1
積,3
柴,2
草,10
準,2
備,7
要,4
燒,4
眾,13
稱,3
真,4
神,1
算,2
遂,25
遣,12
齎,4
表,9
聞,17
喜,13
賞,5
聽,15
全,11
端,1
唐,1
咨,1
勃,2
怒,15
各,17
家,11
眷,1
盡,18
主,54
亮,14
時,28
年,13
七,3
見,39
戮,2
太,5
過,11
心,22
甚,8
西,13
苑,2
因,11
生,6
梅,1
黃,23
門,18
取,26
蜜,8
須,3
臾,2
內,32
鼠,2
糞,4
數,17
枚,1
召,16
藏,5
吏,4
叩,6
首,10
臣,32
封,8
閉,1
嚴,1
安,14
曾,5
向,3
爾,3
求,3
否,4
實,10
敢,22
指,5
汝,31
置,2
陷,1
服,5
事,31
易,1
若,15
久,13
在,46
外,20
溼,2
新,1
燥,2
命,29
剖,1
視,6
聰,4
抵,3
雖,10
被,15
把,6
能,14
張,20
弟,6
威,2
遠,7
據,3
入,47
蒼,2
龍,11
宿,3
衛,6
武,22
恩,4
偏,3
幹,1
水,4
校,1
尉,2
闓,1
屯,12
悶,1
坐,5
侍,9
郎,6
紀,6
側,3
國,13
舅,4
泣,3
告,6
專,5
權,8
妄,5
欺,1
朕,9
圖,13
為,54
患,3
陛,12
但,6
用,16
萬,19
死,28
辭,2
卿,15
可,45
只,31
點,3
起,15
禁,6
劉,10
丞,8
自,32
切,2
母,7
姊,1
倘,4
泄,1
漏,2
匪,1
輕,5
乞,1
詔,14
臨,2
行,16
示,4
手,3
動,14
從,25
即,11
寫,4
密,7
付,3
受,14
歸,8
其,41
父,5
尚,10
妻,6
口,9
當,21
夜,20
喚,8
兄,6
精,5
圍,6
並,7
俱,3
拿,1
比,4
及,4
得,32
宮,9
金,4
震,5
慌,5
后,5
罵,6
拔,5
劍,7
近,9
牽,3
衣,1
而,48
哭,10
放,3
訖,8
朝,20
上,30
荒,2
淫,2
病,3
昏,4
亂,7
道,24
宗,4
廟,1
廢,5
者,28
叛,1
論,3
畏,1
懼,4
願,7
桓,1
懿,1
部,4
挺,3
言,27
寧,3
賊,6
琳,2
君,11
本,5
誅,2
戳,2
謝,6
天,30
帝,5
稽,2
王,48
選,1
德,3
立,8
叱,6
李,1
崇,1
奪,4
印,1
綬,1
程,2
收,8
詩,8
歎,5
誣,1
伊,1
尹,1
奸,6
充,17
霍,1
光,2
憐,4
蒞,1
堂,2
楷,2
董,3
往,11
虎,4
林,3
迎,7
請,11
瑯,1
琊,1
休,27
字,2
子,23
烈,3
夢,1
乘,10
顧,5
尾,1
覺,1
拜,10
都,12
曲,1
阿,4
老,4
姓,2
干,2
名,5
頭,10
變,24
殿,9
速,2
塞,1
亭,3
駕,1
輦,7
官,10
謁,1
傍,3
忙,1
禮,5
扶,1
升,5
御,2
座,2
位,2
再,7
謙,1
讓,2
玉,2
璽,1
賀,3
畢,6
赦,2
改,5
元,7
永,1
